"id","journal_title","publishers_name","issn_number","link","aim_identifier","medline","google_scholar_index","impact_factor","sjr","h_index","eigen_factor","eigen_metrix","snip","snip_metrix","open_access_journal","listed_in_doaj","present_issn","publisher_in_cope","online_publisher_africa","hosted_on_inasps","country_id","language_id","platform_id","thematic_area_id"
"855","The Journal of Independent Teaching and Learning","Independent Institute of Education",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","5"
"856","Journal of Indigenous and Shamanic Studies","Porthologos Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"857","Journal of Insulin Resistance","nan",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","2"
"858","Journal of Law, Society and Development","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"859","Journal of Literary Studies","UNISA Press",NULL,"nan",False,NULL,True,5,True,12,False,"nan",True,"0.23",False,False,True,True,False,False,"10","1","2","1"
"860","Journal of Local Government Research and Innovation","Vereniging vir Christelike Hoër Onderwys",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","3"
"861","Journal of Management & Administration","Management College of Southern Africa (MANCOSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","3"
"862","Journal of Marketing","nan",NULL,"nan",False,NULL,True,71,False,NULL,True,"1.3",True,"4.72",True,False,True,False,True,False,"10","1","2","3"
"863","The Journal of Medical Laboratory Science and Technology of South Africa","The Society of Medical Laboratory Technologists of South Africa (SMLTSA)",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"864","Journal of Medicinal Plants for Economic Development","AOSIS",NULL,"nan",False,NULL,False,NULL,True,3,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","1"
"865","Journal of Minimum Intervention in Dentistry","nan",NULL,"nan",False,False,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"866","Journal of Modern Pharmacy","Midentistry CC",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"867","Journal of Nation-building & Policy Studies","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"868","Journal of Northwest Semitic Languages","University of Stellenbosch",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"869","Journal of Ocean Governance in Africa","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"870","Journal of Public Administration","South African Association of Public Administration and Management (SAAPAM)",NULL,"nan",False,NULL,False,NULL,False,NULL,True,"<0.1",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"871","Journal of Public Administration and Development Alternatives (JPADA)","Batalea Publishers",NULL,"nan",False,NULL,True,5,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"872","Journal of Religion and Theology in Namibia","Ecumenical Institute of Namibia",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"36","1","2","5"
"873","Journal of Somali Studies : Research on Somalia and the Greater Horn of African Countries","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"37","1","2","5"
"874","Journal of South African Law / Tydskrif vir die Suid-Afrikaanse Reg","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,True,4,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"875","Journal of Strategic Studies : A Journal of the Southern Bureau of Strategic Studies Trust","Southern Bureau of Strategic Studies Trust",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"876","Journal of the African Literature Association","Taylor & Francis",NULL,"nan",False,NULL,True,6,False,NULL,False,"nan",False,NULL,False,False,True,True,False,False,"10","1","2","5"
"877","Journal of the Astronomical Society of South Africa","Astronomical Society of Southern Africa (ASSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"878","Journal of the Department of Agriculture","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","4"
"879","Journal of the Egyptian National Cancer Institute","Egyptian National Cancer Institute",NULL,"nan",False,True,True,15,True,26,False,"nan",True,"0.74",False,False,True,True,False,False,"15","1","2","2"
"880","Journal of the Entomological Society of Southern Africa","Entomological Society of South Africa (ESSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"881","Journal of the South African Institution of Civil Engineering = Joernaal van die Suid-Afrikaanse Instituut van Siviele Ingenieurswese","South African Institution Of Civil Engineering (SAICE)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","1"
"882","Journal of the South African Institution of Civil Engineers","South African Institution Of Civil Engineering (SAICE)",NULL,"nan",False,NULL,True,10,True,20,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","1"
"883","Journal of the South African Veterinary Association","Medpharm Publications",NULL,"nan",False,True,True,14,True,35,True,"<0.1",True,"0.53",False,False,True,False,True,False,"10","1","2","2"
"884","Journal of the Southern African Association for Research in Mathematics, Science and Technology Education","Taylor & Francis",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"885","Journal of the Southern African Institute of Mining and Metallurgy","Southern African Institute of Mining and Metallurgy",NULL,"nan",False,NULL,True,18,True,43,True,"<0.1",True,"0.49",False,False,True,False,True,False,"10","1","2","1"
"886","Journal of Transport and Supply Chain Management","AOSIS",NULL,"nan",False,NULL,False,NULL,True,8,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","3"
"887","Journal of Vocational, Adult and Continuing Education and Training","University of the Western Cape",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"888","Just Africa","SARP Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"889","Juta's Business Law","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","3"
"890","Kano Studies"," Bayero University, Nigeria",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"7","1","2","5"
"891","Kenya Past and Present","Kenya Museum Society",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"11","1","2","5"
"892","Kleio","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"893","Koedoe : African Protected Area Conservation and Science","AOSIS",NULL,"nan",False,NULL,True,12,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","1"
"894","Koers : Bulletin for Christian Scholarship = Koers : Bulletin vir Christelike Wetenskap","Koers Society of South Africa",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"895","Kronos : Journal of Cape History","University of the Western Cape",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"896","Lab Management & Science","New Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"897","Laboratory Marketing Spectrum","New Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","1"
"898","Language Matters : Studies in the Languages of Southern Africa","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"899","Latin American Report","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"900","Leading Architecture & Design","New Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"901","Learning and Teaching Mathematics","Association for Mathematics Education of South Africa (AMESA)",NULL,"nan",False,NULL,True,2,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"902","Legon Journal of Sociology","University of Ghana",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"13","1","2","5"
"903","Lesotho Law Journal","National University of Lesotho",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"20","1","2","5"
"904","LiG","Bybel-Media",NULL,"nan",False,False,False,NULL,False,NULL,NULL,"nan",False,NULL,False,False,False,False,True,False,"10","7","2","2"
"905","Literator : Journal of Literary Criticism, Comparative Linguistics and Literary Studies","AOSIS",NULL,"nan",False,NULL,True,6,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"906","Litnet Akademies : 'n Joernaal vir die Geesteswetenskappe, Natuurwetenskappe, Regte en Godsdienswetenskappe","Litnet",NULL,"nan",False,NULL,True,9,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","7","2","5"
"907","Local Government Bulletin","Dullah Omar Institute",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"908","M&J Retail","Agri Connect (Pty) Ltd",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","4"
"909","Madoqua","Namibian Ministry of Environment and Tourism",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"36","1","2","5"
"910","Malawi Journal of Development Education"," University of Malawi",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"23","1","2","5"
"911","Malawi Law Journal","University of Cape Town",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"23","1","2","5"
"912","Management Dynamics : Journal of the Southern African Institute for Management Scientists","Southern African Institute for Management Scientists (SAIMS)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"913","Management Today","Richard Havenga & Associates",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","3"
"914","Marang : Journal of Language and Literature","University of Botswana",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"3","1","2","5"
"915","Media Tenor International - now incorporating Media Tenor SA","Institute of Media Analysis",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"916","Media Tenor SA Research Journal","Institute of Media Analysis",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"917","Medical Chronicle","New Media",NULL,"nan",False,True,True,2,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"918","Medical Technology SA","The Society of Medical Laboratory Technologists of South Africa (SMLTSA)",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"919","Meditari : Research Journal of the School of Accounting Sciences","University of Pretoria",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"920","Meetings","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"921","Mental Health Matters","In House Publications",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"922","MFSA Journal of Marketing","Future Publishing",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","3"
"923","Missionalia : Southern African Journal of Mission Studies","Southern African Missiological Society (SAMS)",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"924","MNASSA : Monthly notes of the Astronomical Society of South Africa","Astronomical Society of Southern Africa (ASSA)",NULL,"nan",False,NULL,True,2,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","1"
"925","Modern Medicine","Infixion Media (Pty) Ltd",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"926","Molecular Diagnosis and Vaccines","Egyptian Association of Immunologists",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"15","1","2","2"
"927","Money Newsletter","Moneyweb (Pty) Ltd",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"928","MoneyMarketing","New Media",NULL,"nan",False,NULL,True,2,False,NULL,False,"nan",False,NULL,False,False,True,False,False,False,"10","1","2","3"
"929","Monographs of the Transvaal Museum","Northern Flagship Institute",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","1"
"930","Mosenodi","Botswana Educational Research Association",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"3","1","2","5"
"931","Mousaion","UNISA Press",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"932","Musicus","UNISA Press",NULL,"nan",False,NULL,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"933","Muziki : Journal of Music Research in Africa","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"934","NAFU Farmer","Agri Connect (Pty) Ltd",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"935","Natal Agricultural Journal","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"936","Navorsinge van die Nasionale Museum : Researches of the National Museum","National Museum",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"937","Neotestamentica","New Testament Society of Southern Africa",NULL,"nan",False,NULL,True,4,True,9,False,"nan",True,"0.05",False,False,True,False,True,False,"10","1","2","5"
"938","New Coin Poetry","Institute for the Study of English in Africa (ISEA)",NULL,"nan",False,NULL,True,1,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"939","New Contree"," AOSIS",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"940","New Voices in Psychology","UNISA Press",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"941","News and Views for Magistrates","University of Cape Town",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","5"
"942","Nidan : International Journal for Indian Studies","Vereniging vir Christelike Hoër Onderwys",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"943","Nomina Africana: Journal of African Onomastics","NISC (Pty) Ltd",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"944","Obiter","Nelson Mandela University",NULL,"nan",False,NULL,True,5,False,NULL,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","5"
"945","Occupational Health Southern Africa","Mettamedia (Pty) Ltd",NULL,"nan",True,True,True,6,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"946","Occupational Risk Management","Novus Print (Pty) Ltd t/a 3S Media",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"947","Oilseeds Focus","Plaas Media",NULL,"nan",False,NULL,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"948","Old Testament Essays","Old Testament Society of South Africa (OTSSA)",NULL,"nan",False,NULL,True,8,True,5,False,"nan",True,"0.76",True,True,True,False,True,False,"10","1","2","5"
"949","On Tap","nan",NULL,"nan",False,NULL,True,1,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"950","Onderstepoort Journal of Veterinary Research","AOSIS",NULL,"nan",False,True,True,18,True,38,True,"<0.1",True,"0.91",False,False,True,True,True,False,"10","1","2","2"
"951","Open Journal of Implant Dentistry","AOSIS",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,True,True,False,"10","1","2","2"
"952","Oral History Journal of South Africa","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"953","OTWSA","Old Testament Society of South Africa (OTSSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"954","Packaging Review South Africa","New Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"955","PedMed","New Media",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"956","Per Linguam : a Journal of Language Learning = Per Linguam : Tydskrif vir Taalaanleer","University of Stellenbosch",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"957","Personal Finance","Bellan Media (Pty) Ltd",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"958","Pharmacy Magazine","New Media",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"959","Phronimon","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"960","Phytophylactica","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","4"
"961","Plus 50","Plus 50 Media (Pty) Ltd",NULL,"nan",False,NULL,True,1,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"962","Politeia","UNISA Press",NULL,"nan",False,NULL,True,4,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"963","Practical Theology in South Africa = Praktiese Teologie in Suid-Afrika","AOSIS",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"964","Proceedings Ekklesiastikos Pharos"," Institute for Afro-Hellenic studies",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"15","1","2","5"
"965","Proceedings Ekklesiastikos Pharos"," Institute for Afro-Hellenic studies",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"15","1","2","5"
"966","Professional Nursing Today","Medpharm Publications",NULL,"nan",False,True,True,6,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"967","Progressio","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"968","Psycho-analytic Psychotherapy in South Africa","Psychoanalytic Psychotherapy in South Africa (PPSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"969","Psychoanalytic Practice","Psychoanalytic Psychotherapy in South Africa (PPSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"970","Pythagoras","AOSIS",NULL,"nan",False,NULL,False,NULL,True,10,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","5"
"971","Quest","nan",NULL,"nan",False,NULL,True,26,True,63,True,"<0.1",False,NULL,True,True,True,False,False,False,"10","1","2","5"
"972","Reading & Writing - Journal of the Reading Association of South Africa","AOSIS",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"973","Red Meat / Rooivleis","Agri Connect (Pty) Ltd",NULL,"nan",False,NULL,True,1,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","4"
"974","ReSource","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"975","The Retail and Marketing Review","MC Cant",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","3"
"976","Review of Development Finance","AfricaGrowth Institute",NULL,"nan",False,NULL,False,NULL,True,28,False,"nan",False,NULL,False,False,True,True,False,False,"10","1","2","3"
"977","Rhodes Journalism Review","Rhodes University",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","5"
"978","Risk Management","nan",NULL,"nan",False,NULL,True,7,True,21,False,"nan",True,"1.05",False,False,False,False,True,False,"10","1","2","5"
"979","Rostrum : Newsletter of the Entomological Society of Southern Africa","Entomological Society of South Africa (ESSA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","1"
"980","SA Crime Quarterly","Institute for Security Studies (ISS)",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","5"
"981","SA Heart","Institute for Security Studies (ISS)",NULL,"nan",True,NULL,True,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","5"
"982","SA Horseman","Plaas Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","1"
"983","SA Irrigation = SA Besproeiing","Novus Print (Pty) Ltd t/a 3S Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"984","SA Journal of Human Resource Management","AOSIS",NULL,"nan",False,NULL,True,31,True,12,False,"nan",True,"0.63",False,False,True,True,True,False,"10","1","2","3"
"985","SA Journal of Industrial Psychology","AOSIS",NULL,"nan",False,False,True,25,True,28,False,"nan",True,"0.61",False,False,True,True,True,False,"10","1","2","2"
"986","SA Journal of Oncology","AOSIS",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","2"
"987","SA Mercantile Law Journal","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"988","SA Pharmaceutical Journal","Medpharm Publications",NULL,"nan",False,True,False,NULL,True,8,False,"nan",True,"0.07",False,False,True,False,True,False,"10","1","2","2"
"989","SA Pharmacist's Assistant","Medpharm Publications",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","2"
"990","SA Publiekreg = SA Public Law","VerLoren Van Themaat Centre / UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"991","SA Stud Breeder / SA Stoetteler","Plaas Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","1"
"992","SA Waterbulletin","Water Research Commission (WRC)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","1"
"993","SABI Magazine – Tydskrif","South African Irrigation Institute (SABI)",NULL,"nan",False,NULL,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"994","SADC Law Journal","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"995","SAHARA : Journal of Social Aspects of HIV / AIDS Research Alliance","Taylor & Francis",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","2"
"996","SAMUS : South African Journal of Musicology","South African Society for Research in Music (SASRIM)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"997","SAMUS : South African Music Studies","South African Society for Research in Music (SASRIM)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"998","SATJ : South African Theatre Journal","Taylor & Francis",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,False,False,"10","1","2","5"
"999","Scholia : Studies in Classical Antiquity","University of KwaZulu-Natal",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"1000","Scientia Militaria : South African Journal of Military Studies","University of Stellenbosch",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","5"
"1001","Scientific Papers of the Namib Desert Research Station","Gobabeb Training and Research Centre",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"36","1","2","1"
"1002","Scriptura : Journal for Contextual Hermeneutics in Southern Africa","University of Stellenbosch",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","5","2","5"
"1003","Scrutinyno","nan",NULL,"nan",False,NULL,False,NULL,True,5,False,"nan",False,NULL,False,False,True,True,False,False,"10","5","2","5"
"1004","Servamus Community-based Safety and Security Magazine","SARP Publishers",NULL,"nan",False,NULL,True,5,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","5","2","5"
"1005","SIMM-biosis/SIMM-biose","Plaas Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","1"
"1006","Skills at Work: Theory and Practice Journal","University of KwaZulu-Natal",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"1007","Slavic Almanac : The South African Journal for Slavic, Central and Eastern European Studies","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"1008","Social and Health Sciences","University of South Africa (UNISA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"1009","The Social Work Practitioner-Researcher","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
